<<<<<<< HEAD
Anno;Codice Regione;Descrizione Regione;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2012;160;PUGLIA;12;CHIRURGIA PLASTICA                      ;ACUTI;6;68;0;3;3;74
2012;160;PUGLIA;13;CHIRURGIA TORACICA                      ;ACUTI;7;89;0;3;3;95
2012;160;PUGLIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;10;136;1;5;5;147
2012;160;PUGLIA;18;EMATOLOGIA                              ;ACUTI;10;145;0;45;0;190
2012;160;PUGLIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;9;94;2;15;0;111
2012;160;PUGLIA;21;GERIATRIA                               ;ACUTI;18;397;2;12;0;411
2012;160;PUGLIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;10;180;3;38;0;221
2012;160;PUGLIA;26;MEDICINA GENERALE                       ;ACUTI;66;1570;6;158;0;1734
2012;160;PUGLIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;14;0;0;0;14
2012;160;PUGLIA;29;NEFROLOGIA                              ;ACUTI;23;285;3;24;0;312
2012;160;PUGLIA;30;NEUROCHIRURGIA                          ;ACUTI;11;204;1;5;4;214
2012;160;PUGLIA;32;NEUROLOGIA                              ;ACUTI;23;423;7;19;0;449
2012;160;PUGLIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;2;22;2;4;0;28
2012;160;PUGLIA;34;OCULISTICA                              ;ACUTI;25;153;1;25;59;238
2012;160;PUGLIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;4;6;0;4;8;18
2012;160;PUGLIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;52;1122;4;33;47;1206
2012;160;PUGLIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;50;1110;12;50;36;1208
2012;160;PUGLIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;18;226;3;6;18;253
2012;160;PUGLIA;39;PEDIATRIA                               ;ACUTI;37;473;0;55;0;528
2012;160;PUGLIA;40;PSICHIATRIA                             ;ACUTI;17;225;1;9;0;235
2012;160;PUGLIA;43;UROLOGIA                                ;ACUTI;24;375;1;24;16;416
2012;160;PUGLIA;47;GRANDI USTIONATI                        ;ACUTI;2;15;0;0;0;15
2012;160;PUGLIA;49;TERAPIA INTENSIVA                       ;ACUTI;31;248;0;3;0;251
2012;160;PUGLIA;50;UNITA` CORONARICA                       ;ACUTI;38;262;0;0;0;262
2012;160;PUGLIA;52;DERMATOLOGIA                            ;ACUTI;7;85;1;8;3;97
2012;160;PUGLIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;39;1110;0;21;0;1131
2012;160;PUGLIA;58;GASTROENTEROLOGIA                       ;ACUTI;15;238;2;22;0;262
2012;160;PUGLIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;26;242;3;0;0;245
2012;160;PUGLIA;62;NEONATOLOGIA                            ;ACUTI;9;124;0;2;0;126
2012;160;PUGLIA;64;ONCOLOGIA                               ;ACUTI;17;178;0;99;0;277
2012;160;PUGLIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;2;30;0;4;0;34
2012;160;PUGLIA;68;PNEUMOLOGIA                             ;ACUTI;23;371;2;8;0;381
2012;160;PUGLIA;70;RADIOTERAPIA                            ;ACUTI;1;6;0;0;0;6
2012;160;PUGLIA;71;REUMATOLOGIA                            ;ACUTI;4;29;0;10;0;39
2012;160;PUGLIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;9;67;0;0;0;67
2012;160;PUGLIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;3;100;0;0;0;100
2012;160;PUGLIA;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;9;0;1;0;10
2012;160;PUGLIA;78;UROLOGIA PEDIATRICA                     ;ACUTI;1;9;0;1;0;10
2012;170;BASILICATA;07;CARDIOCHIRURGIA                         ;ACUTI;1;40;0;0;0;40
2012;170;BASILICATA;08;CARDIOLOGIA                             ;ACUTI;6;73;0;9;0;82
2012;170;BASILICATA;09;CHIRURGIA GENERALE                      ;ACUTI;16;230;6;16;18;270
2012;170;BASILICATA;12;CHIRURGIA PLASTICA                      ;ACUTI;3;14;0;2;4;20
2012;170;BASILICATA;13;CHIRURGIA TORACICA                      ;ACUTI;2;12;0;0;0;12
2012;170;BASILICATA;14;CHIRURGIA VASCOLARE                     ;ACUTI;2;12;0;2;4;18
2012;170;BASILICATA;18;EMATOLOGIA                              ;ACUTI;5;25;0;20;0;45
2012;170;BASILICATA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;5;18;0;11;0;29
2012;170;BASILICATA;21;GERIATRIA                               ;ACUTI;3;65;0;3;0;68
2012;170;BASILICATA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;2;62;0;3;0;65
2012;170;BASILICATA;26;MEDICINA GENERALE                       ;ACUTI;9;212;4;25;0;241
2012;170;BASILICATA;29;NEFROLOGIA                              ;ACUTI;3;22;0;1;0;23
2012;170;BASILICATA;30;NEUROCHIRURGIA                          ;ACUTI;1;21;0;1;0;22
2012;170;BASILICATA;32;NEUROLOGIA                              ;ACUTI;3;40;0;6;0;46
2012;170;BASILICATA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;0;0;4;0;4
2012;170;BASILICATA;34;OCULISTICA                              ;ACUTI;4;14;0;4;10;28
2012;170;BASILICATA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;9;141;1;12;7;161
2012;170;BASILICATA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;9;124;3;10;6;143
2012;170;BASILICATA;38;OTORINOLARINGOIATRIA                    ;ACUTI;4;19;0;3;4;26
2012;170;BASILICATA;39;PEDIATRIA                               ;ACUTI;6;53;0;13;0;66
2012;170;BASILICATA;40;PSICHIATRIA                             ;ACUTI;7;34;0;6;0;40
2012;170;BASILICATA;43;UROLOGIA                                ;ACUTI;4;53;0;4;4;61
2012;170;BASILICATA;49;TERAPIA INTENSIVA                       ;ACUTI;8;42;0;0;0;42
2012;170;BASILICATA;50;UNITA` CORONARICA                       ;ACUTI;5;45;0;0;0;45
2012;170;BASILICATA;51;ASTANTERIA                              ;ACUTI;3;18;0;0;0;18
2012;170;BASILICATA;52;DERMATOLOGIA                            ;ACUTI;1;0;0;2;0;2
2012;170;BASILICATA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;10;166;0;24;0;190
2012;170;BASILICATA;58;GASTROENTEROLOGIA                       ;ACUTI;1;6;0;2;0;8
2012;170;BASILICATA;60;LUNGODEGENTI                            ;LUNGODEGENZA;9;139;0;0;0;139
2012;170;BASILICATA;61;MEDICINA NUCLEARE                       ;ACUTI;2;3;0;2;0;5
2012;170;BASILICATA;62;NEONATOLOGIA                            ;ACUTI;2;20;0;0;0;20
2012;170;BASILICATA;64;ONCOLOGIA                               ;ACUTI;2;31;0;20;0;51
2012;170;BASILICATA;68;PNEUMOLOGIA                             ;ACUTI;6;69;0;10;0;79
2012;170;BASILICATA;71;REUMATOLOGIA                            ;ACUTI;1;8;0;1;0;9
2012;170;BASILICATA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;12;0;0;0;12
2012;170;BASILICATA;97;DETENUTI                                ;ACUTI;2;3;0;0;0;3
2012;170;BASILICATA;99;CURE PALLIATIVE/HOSPICE;LUNGODEGENZA;3;26;0;2;0;28
2012;180;CALABRIA;01;ALLERGOLOGIA                            ;ACUTI;4;0;0;4;2;6
2012;180;CALABRIA;05;ANGIOLOGIA                              ;ACUTI;1;0;0;2;0;2
2012;180;CALABRIA;07;CARDIOCHIRURGIA                         ;ACUTI;2;31;0;0;1;32
2012;180;CALABRIA;08;CARDIOLOGIA                             ;ACUTI;28;285;0;48;0;333
2012;180;CALABRIA;09;CHIRURGIA GENERALE                      ;ACUTI;45;711;24;43;97;875
2012;180;CALABRIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;4;30;0;1;10;41
2012;180;CALABRIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;3;45;0;5;6;56
2012;180;CALABRIA;12;CHIRURGIA PLASTICA                      ;ACUTI;1;2;0;0;1;3
2012;180;CALABRIA;13;CHIRURGIA TORACICA                      ;ACUTI;2;12;0;0;1;13
2012;180;CALABRIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;4;34;0;0;5;39
2012;180;CALABRIA;18;EMATOLOGIA                              ;ACUTI;8;52;0;46;0;98
2012;180;CALABRIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;5;1;0;14;0;15
2012;180;CALABRIA;21;GERIATRIA                               ;ACUTI;8;124;0;15;0;139
2012;180;CALABRIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;7;74;0;23;0;97
2012;180;CALABRIA;26;MEDICINA GENERALE                       ;ACUTI;42;930;2;92;0;1024
2012;180;CALABRIA;29;NEFROLOGIA                              ;ACUTI;9;76;0;13;0;89
2012;180;CALABRIA;30;NEUROCHIRURGIA                          ;ACUTI;3;60;0;0;2;62
2012;180;CALABRIA;32;NEUROLOGIA                              ;ACUTI;8;94;0;10;0;104
2012;180;CALABRIA;34;OCULISTICA                              ;ACUTI;21;113;0;34;64;211
2012;180;CALABRIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;0;0;3;1;4
2012;180;CALABRIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;22;440;0;31;32;503
2012;180;CALABRIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;28;519;0;36;49;604
2012;180;CALABRIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;13;81;0;12;22;115
2012;180;CALABRIA;39;PEDIATRIA                               ;ACUTI;16;174;0;42;1;217
2012;180;CALABRIA;40;PSICHIATRIA                             ;ACUTI;15;145;0;16;0;161
2012;180;CALABRIA;43;UROLOGIA                                ;ACUTI;13;143;0;11;14;168
2012;180;CALABRIA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;1;2;0;0;0;2
2012;180;CALABRIA;49;TERAPIA INTENSIVA                       ;ACUTI;18;121;0;8;0;129
2012;180;CALABRIA;50;UNITA` CORONARICA                       ;ACUTI;16;122;0;4;0;126
2012;180;CALABRIA;51;ASTANTERIA                              ;ACUTI;4;44;0;4;0;48
2012;180;CALABRIA;52;DERMATOLOGIA                            ;ACUTI;5;20;0;9;2;31
2012;180;CALABRIA;54;EMODIALISI                              ;ACUTI;5;16;0;48;0;64
2012;180;CALABRIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;14;449;0;39;0;488
2012;180;CALABRIA;58;GASTROENTEROLOGIA                       ;ACUTI;9;36;0;23;0;59
2012;180;CALABRIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;11;352;0;5;0;357
2012;180;CALABRIA;61;MEDICINA NUCLEARE                       ;ACUTI;1;0;0;1;0;1
2012;180;CALABRIA;62;NEONATOLOGIA                            ;ACUTI;8;76;0;5;0;81
2012;180;CALABRIA;64;ONCOLOGIA                               ;ACUTI;13;61;0;88;0;149
2012;180;CALABRIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;1;6;0;8;0;14
2012;180;CALABRIA;68;PNEUMOLOGIA                             ;ACUTI;7;115;0;15;0;130
2012;180;CALABRIA;70;RADIOTERAPIA                            ;ACUTI;1;5;0;4;0;9
2012;180;CALABRIA;71;REUMATOLOGIA                            ;ACUTI;7;51;0;23;0;74
2012;180;CALABRIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;5;32;0;0;0;32
2012;180;CALABRIA;74;RADIOTERAPIA ONCOLOGICA                 ;ACUTI;1;7;0;3;0;10
2012;180;CALABRIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;1;30;0;0;0;30
2012;180;CALABRIA;97;DETENUTI                                ;ACUTI;1;2;0;0;0;2
2012;190;SICILIA;01;ALLERGOLOGIA                            ;ACUTI;1;10;0;2;0;12
2012;190;SICILIA;02;DAY HOSPITAL                            ;ACUTI;48;0;0;201;0;201
2012;190;SICILIA;05;ANGIOLOGIA                              ;ACUTI;7;50;0;13;1;64
2012;190;SICILIA;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;1;8;0;0;0;8
2012;190;SICILIA;07;CARDIOCHIRURGIA                         ;ACUTI;4;107;0;3;0;110
2012;190;SICILIA;08;CARDIOLOGIA                             ;ACUTI;65;772;1;82;4;859
2012;190;SICILIA;09;CHIRURGIA GENERALE                      ;ACUTI;126;1873;9;62;126;2070
2012;190;SICILIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;5;26;0;0;4;30
2012;190;SICILIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;8;84;0;3;5;92
2012;190;SICILIA;12;CHIRURGIA PLASTICA                      ;ACUTI;12;116;1;4;21;142
2012;190;SICILIA;13;CHIRURGIA TORACICA                      ;ACUTI;8;75;1;2;4;82
2012;190;SICILIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;23;223;0;6;27;256
2012;190;SICILIA;18;EMATOLOGIA                              ;ACUTI;16;107;0;127;0;234
2012;190;SICILIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;11;85;0;25;0;110
2012;190;SICILIA;21;GERIATRIA                               ;ACUTI;19;248;0;13;0;261
2012;190;SICILIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;20;253;0;51;0;304
2012;190;SICILIA;26;MEDICINA GENERALE                       ;ACUTI;102;1758;2;188;0;1948
2012;190;SICILIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;12;0;8;0;20
2012;190;SICILIA;29;NEFROLOGIA                              ;ACUTI;24;179;0;44;0;223
2012;190;SICILIA;30;NEUROCHIRURGIA                          ;ACUTI;17;210;0;0;0;210
2012;190;SICILIA;32;NEUROLOGIA                              ;ACUTI;30;399;0;50;0;449
2012;190;SICILIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;6;39;0;13;0;52
2012;190;SICILIA;34;OCULISTICA                              ;ACUTI;46;132;0;23;40;195
2012;190;SICILIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;8;6;0;13;8;27
2012;190;SICILIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;76;1275;4;34;69;1382
2012;190;SICILIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;73;1020;16;34;75;1145
2012;190;SICILIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;45;168;0;37;51;256
2012;190;SICILIA;39;PEDIATRIA                               ;ACUTI;59;542;0;106;0;648
2012;190;SICILIA;40;PSICHIATRIA                             ;ACUTI;43;489;0;41;0;530
2012;190;SICILIA;43;UROLOGIA                                ;ACUTI;49;475;5;31;26;537
2012;190;SICILIA;47;GRANDI USTIONATI                        ;ACUTI;2;32;0;0;0;32
2012;190;SICILIA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;2;19;0;9;0;28
2012;190;SICILIA;49;TERAPIA INTENSIVA                       ;ACUTI;52;365;0;5;0;370
2012;190;SICILIA;50;UNITA` CORONARICA                       ;ACUTI;38;269;0;1;0;270
2012;190;SICILIA;51;ASTANTERIA                              ;ACUTI;10;89;0;0;0;89
2012;190;SICILIA;52;DERMATOLOGIA                            ;ACUTI;13;28;0;30;13;71
2012;190;SICILIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;51;877;0;79;0;956
2012;190;SICILIA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;1;4;0;0;0;4
2012;190;SICILIA;58;GASTROENTEROLOGIA                       ;ACUTI;12;42;0;20;0;62
2012;190;SICILIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;36;351;0;0;0;351
2012;190;SICILIA;61;MEDICINA NUCLEARE                       ;ACUTI;1;4;0;0;0;4
2012;190;SICILIA;62;NEONATOLOGIA                            ;ACUTI;25;181;0;3;0;184
2012;190;SICILIA;64;ONCOLOGIA                               ;ACUTI;37;414;4;144;0;562
2012;190;SICILIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;2;20;0;14;0;34
2012;190;SICILIA;66;ONCOEMATOLOGIA                          ;ACUTI;3;13;0;11;0;24
2012;190;SICILIA;67;PENSIONANTI                             ;ACUTI;2;0;24;0;0;24
2012;190;SICILIA;68;PNEUMOLOGIA                             ;ACUTI;19;245;0;27;0;272
2012;190;SICILIA;69;RADIOLOGIA                              ;ACUTI;3;0;0;3;0;3
2012;190;SICILIA;70;RADIOTERAPIA                            ;ACUTI;2;16;0;1;0;17
2012;190;SICILIA;71;REUMATOLOGIA                            ;ACUTI;4;29;0;5;0;34
2012;190;SICILIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;17;108;0;0;0;108
2012;190;SICILIA;74;RADIOTERAPIA ONCOLOGICA                 ;ACUTI;2;34;0;6;0;40
2012;190;SICILIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;13;476;0;16;0;492
2012;190;SICILIA;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;1;2;0;0;0;2
2012;190;SICILIA;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;10;0;4;0;14
2012;190;SICILIA;78;UROLOGIA PEDIATRICA                     ;ACUTI;1;2;0;1;0;3
2012;190;SICILIA;97;DETENUTI                                ;ACUTI;3;14;0;0;0;14
2012;190;SICILIA;98;DAY SURGERY;ACUTI;53;0;0;0;336;336
2012;190;SICILIA;99;CURE PALLIATIVE/HOSPICE;LUNGODEGENZA;9;76;0;0;0;76
2012;200;SARDEGNA;01;ALLERGOLOGIA                            ;ACUTI;1;10;0;8;0;18
2012;200;SARDEGNA;02;DAY HOSPITAL                            ;ACUTI;6;0;0;29;0;29
2012;200;SARDEGNA;07;CARDIOCHIRURGIA                         ;ACUTI;3;43;0;1;0;44
2012;200;SARDEGNA;08;CARDIOLOGIA                             ;ACUTI;9;133;0;6;3;142
2012;200;SARDEGNA;09;CHIRURGIA GENERALE                      ;ACUTI;38;798;1;29;43;871
2012;200;SARDEGNA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;5;16;1;3;3;23
2012;200;SARDEGNA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;3;27;1;1;3;32
2012;200;SARDEGNA;12;CHIRURGIA PLASTICA                      ;ACUTI;2;8;6;2;1;17
2012;200;SARDEGNA;13;CHIRURGIA TORACICA                      ;ACUTI;2;10;0;0;0;10
2012;200;SARDEGNA;14;CHIRURGIA VASCOLARE                     ;ACUTI;4;38;0;2;4;44
2012;200;SARDEGNA;18;EMATOLOGIA                              ;ACUTI;8;68;1;30;0;99
2012;200;SARDEGNA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;3;4;0;5;0;9
2012;200;SARDEGNA;21;GERIATRIA                               ;ACUTI;7;170;1;5;0;176
2012;200;SARDEGNA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;3;79;2;15;0;96
2012;200;SARDEGNA;25;MEDICINA DEL LAVORO                     ;ACUTI;1;0;2;0;0;2
2012;200;SARDEGNA;26;MEDICINA GENERALE                       ;ACUTI;40;1129;2;72;0;1203
2012;200;SARDEGNA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;14;0;1;0;15
2012;200;SARDEGNA;29;NEFROLOGIA                              ;ACUTI;6;30;0;6;0;36
2012;200;SARDEGNA;30;NEUROCHIRURGIA                          ;ACUTI;4;74;0;0;3;77
2012;200;SARDEGNA;32;NEUROLOGIA                              ;ACUTI;11;207;1;23;0;231
2012;200;SARDEGNA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;2;15;0;5;0;20
2012;200;SARDEGNA;34;OCULISTICA                              ;ACUTI;16;52;0;13;19;84
2012;200;SARDEGNA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;1;0;2;0;3
2012;200;SARDEGNA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;25;516;1;21;16;554
2012;200;SARDEGNA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;26;501;2;31;31;565
2012;200;SARDEGNA;38;OTORINOLARINGOIATRIA                    ;ACUTI;11;132;1;5;7;145
2012;200;SARDEGNA;39;PEDIATRIA                               ;ACUTI;17;192;0;61;0;253
2012;200;SARDEGNA;40;PSICHIATRIA                             ;ACUTI;7;96;3;3;0;102
2012;200;SARDEGNA;43;UROLOGIA                                ;ACUTI;13;204;1;13;12;230
2012;200;SARDEGNA;47;GRANDI USTIONATI                        ;ACUTI;1;5;0;0;0;5
2012;200;SARDEGNA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;3;34;0;5;1;40
2012;200;SARDEGNA;49;TERAPIA INTENSIVA                       ;ACUTI;18;113;0;3;0;116
2012;200;SARDEGNA;50;UNITA` CORONARICA                       ;ACUTI;8;83;0;3;0;86
2012;200;SARDEGNA;51;ASTANTERIA                              ;ACUTI;2;2;0;6;0;8
2012;200;SARDEGNA;52;DERMATOLOGIA                            ;ACUTI;4;27;1;3;2;33
2012;200;SARDEGNA;55;FARMACOLOGIA CLINICA                    ;ACUTI;1;0;0;2;0;2
2012;200;SARDEGNA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;12;148;0;21;0;169
2012;200;SARDEGNA;58;GASTROENTEROLOGIA                       ;ACUTI;6;68;1;4;0;73
2012;200;SARDEGNA;60;LUNGODEGENTI                            ;LUNGODEGENZA;8;145;0;0;0;145
2012;200;SARDEGNA;61;MEDICINA NUCLEARE                       ;ACUTI;1;12;0;0;0;12
2012;200;SARDEGNA;62;NEONATOLOGIA                            ;ACUTI;4;58;0;0;0;58
2012;200;SARDEGNA;64;ONCOLOGIA                               ;ACUTI;11;79;0;84;0;163
2012;200;SARDEGNA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;1;5;0;3;0;8
2012;200;SARDEGNA;68;PNEUMOLOGIA                             ;ACUTI;7;176;3;24;0;203
2012;200;SARDEGNA;70;RADIOTERAPIA                            ;ACUTI;1;16;0;0;0;16
2012;200;SARDEGNA;71;REUMATOLOGIA                            ;ACUTI;3;18;0;4;0;22
2012;200;SARDEGNA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;2;44;0;0;0;44
2012;200;SARDEGNA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;4;25;0;10;0;35
2012;200;SARDEGNA;98;DAY SURGERY;ACUTI;4;0;0;0;26;26
2013;010;PIEMONTE;01;ALLERGOLOGIA                            ;ACUTI;2;0;0;3;0;3
2013;010;PIEMONTE;02;DAY HOSPITAL                            ;ACUTI;37;0;0;277;0;277
2013;010;PIEMONTE;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;1;7;0;0;1;8
2013;010;PIEMONTE;07;CARDIOCHIRURGIA                         ;ACUTI;9;156;0;0;4;160
2013;010;PIEMONTE;08;CARDIOLOGIA                             ;ACUTI;39;494;0;32;0;526
2013;010;PIEMONTE;09;CHIRURGIA GENERALE                      ;ACUTI;71;1268;0;0;131;1399
2013;010;PIEMONTE;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;4;28;0;0;5;33
2013;010;PIEMONTE;11;CHIRURGIA PEDIATRICA                    ;ACUTI;5;28;0;0;10;38
2013;010;PIEMONTE;12;CHIRURGIA PLASTICA                      ;ACUTI;10;54;0;0;21;75
2013;010;PIEMONTE;13;CHIRURGIA TORACICA                      ;ACUTI;6;55;0;0;1;56
2013;010;PIEMONTE;14;CHIRURGIA VASCOLARE                     ;ACUTI;15;149;0;0;16;165
2013;010;PIEMONTE;18;EMATOLOGIA                              ;ACUTI;12;96;0;53;0;149
2013;010;PIEMONTE;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;14;56;0;24;0;80
2013;010;PIEMONTE;20;IMMUNOLOGIA                             ;ACUTI;1;0;0;3;0;3
2013;010;PIEMONTE;21;GERIATRIA                               ;ACUTI;12;235;0;1;0;236
2013;010;PIEMONTE;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;14;195;0;38;0;233
2013;010;PIEMONTE;25;MEDICINA DEL LAVORO                     ;ACUTI;2;12;0;2;0;14
2013;010;PIEMONTE;26;MEDICINA GENERALE                       ;ACUTI;97;2440;0;104;0;2544
2013;010;PIEMONTE;28;UNITA` SPINALE                          ;RIABILITAZIONE;3;71;0;11;0;82
2013;010;PIEMONTE;29;NEFROLOGIA                              ;ACUTI;23;193;0;17;0;210
2013;010;PIEMONTE;30;NEUROCHIRURGIA                          ;ACUTI;11;162;0;0;4;166
2013;010;PIEMONTE;32;NEUROLOGIA                              ;ACUTI;35;505;0;25;0;530
2013;010;PIEMONTE;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;5;18;0;10;0;28
2013;010;PIEMONTE;34;OCULISTICA                              ;ACUTI;40;164;0;0;133;297
2013;010;PIEMONTE;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;7;12;0;0;8;20
2013;010;PIEMONTE;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;62;1168;0;0;93;1261
2013;010;PIEMONTE;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;57;942;0;50;57;1049
2013;010;PIEMONTE;38;OTORINOLARINGOIATRIA                    ;ACUTI;37;278;0;0;44;322
2013;010;PIEMONTE;39;PEDIATRIA                               ;ACUTI;39;266;0;39;0;305
2013;010;PIEMONTE;40;PSICHIATRIA                             ;ACUTI;32;401;0;23;0;424
2013;010;PIEMONTE;43;UROLOGIA                                ;ACUTI;42;489;0;0;57;546
2013;010;PIEMONTE;46;GRANDI USTIONI PEDIATRICHE              ;ACUTI;2;8;0;0;0;8
2013;010;PIEMONTE;47;GRANDI USTIONATI                        ;ACUTI;1;9;0;0;0;9
2013;010;PIEMONTE;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;2;23;0;0;0;23
2013;010;PIEMONTE;49;TERAPIA INTENSIVA                       ;ACUTI;54;315;0;25;0;340
2013;010;PIEMONTE;50;UNITA` CORONARICA                       ;ACUTI;29;189;0;0;0;189
2013;010;PIEMONTE;52;DERMATOLOGIA                            ;ACUTI;9;31;0;15;0;46
2013;010;PIEMONTE;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;85;3031;0;80;0;3111
2013;010;PIEMONTE;58;GASTROENTEROLOGIA                       ;ACUTI;13;105;0;18;0;123
2013;010;PIEMONTE;60;LUNGODEGENTI                            ;LUNGODEGENZA;50;1360;0;0;0;1360
2013;010;PIEMONTE;61;MEDICINA NUCLEARE                       ;ACUTI;2;7;0;0;0;7
2013;010;PIEMONTE;62;NEONATOLOGIA                            ;ACUTI;28;185;0;3;0;188
2013;010;PIEMONTE;64;ONCOLOGIA                               ;ACUTI;37;210;0;279;0;489
2013;010;PIEMONTE;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;3;22;0;21;0;43
2013;010;PIEMONTE;67;PENSIONANTI                             ;ACUTI;36;143;0;17;34;194
2013;010;PIEMONTE;68;PNEUMOLOGIA                             ;ACUTI;15;187;0;12;0;199
2013;010;PIEMONTE;70;RADIOTERAPIA                            ;ACUTI;3;16;0;5;0;21
2013;010;PIEMONTE;71;REUMATOLOGIA                            ;ACUTI;5;14;0;6;0;20
2013;010;PIEMONTE;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;10;48;0;0;0;48
